"","ctrl1","ctrl2","ctrl3","ctrl4","RA1","RA2","RA3","RA4"
"RIPPLY2",0.999998643,0,1.999999759,0,1.999998271,0,0,15.99999283
"RIPPLY3",67.44493268,41.71371273,23.25551899,6.504713153,4.533419648,64.59254603,97.05107015,89.55324167
"RIT1",630.9244382,212.5096336,398.2168011,186.7344657,152.5970603,692.5375325,681.8452576,1113.367888
"RIT2",78.9999627,82.99987896,0,0.999994203,6.999953272,101.0001337,101.0002414,151.0000178
"RITA1",215.0000252,142.9998884,75.99998291,47.99991215,32.99984858,224.0001019,107.000069,161.9999722
"RLBP1",8.99999912,0,0,0,0,0,0,20.9999967
"RLF",1709.002166,268.0000518,330.0002309,234.0000616,311.9994639,2931.004206,3481.994617,2811.004787
"RLIM",3647.653838,1034.707022,889.7208387,558.3669906,1375.293041,6581.050606,6934.611729,5618.393799
"RLIMP1",1118.998551,0.999999561,0,11.00003206,195.9989745,923.0013775,1470.576,1269.99835
"RLIMP2",0,0,0,0,21.85180894,0,40.4039406,32.63754653
"RLN1",12.99998469,0,0,0,5.999993622,0.99999995,9.999993999,22.59485263
"RLN2",0,34.00001714,0,0,0.999998478,1.999996176,17.99995205,6.405156254
"RLN3",7.999991826,0,0,2.00000353,0.999997544,2.999995006,11.00001099,5.000007378
"RMC1",585.6162382,135.7000922,90.6862335,49.02386402,225.2853205,480.8825426,895.5867623,798.9481691
"RMDN1",1723.68987,449.8074104,399.2397237,270.6892219,251.9416491,2147.782143,2602.857436,2082.523508
"RMDN2",376.4230663,23.99992653,15.00000471,29.99997182,40.2916582,491.6319637,502.5782289,360.2440804
"RMDN3",3630.001929,504.9999241,191.9999891,178.0002056,114.9994785,605.9999159,406.0002893,786.0000424
"RMI1",140.9556675,20.00001775,51.8718307,14.99999824,33.4669519,247.3302838,135.2592405,187.042921
"RMI2",77.99782906,0,14.00000118,21.99993907,20.29310711,63.96169336,146.5204352,95.17470538
"RMND1",1203.999789,90.6750868,222.4370717,62.49055237,159.9204213,1629.17877,1308.689296,1245.005977
"RMND5A",2381.96602,652.6171485,677.3407607,556.8910235,388.8443084,3126.353255,2826.68389,3505.542415
"RMND5B",1414.252779,403.2078235,275.3205246,192.4310506,277.5675504,1055.942173,1134.029076,837.4339366
"RNA5-8SP2",0,0,0,0,2.000000755,0,0,0
"RNA5-8SP4",0,0,0,0,0,0,0,0
"RNA5-8SP5",0,0,0,0,0,0,0,0
"RNA5-8SP6",2961.00273,8834.019534,3628.997063,2723.001671,43528.95474,3756.997663,954.998292,2032.99727
"RNA5-8SP7",0,0,0,0,0,0,0,0
"RNA5SP100",0,0,0,0,0,0,0,0
"RNA5SP101",0,0,0,0,0,0,0,0
"RNA5SP102",0,0,0,0,0,0,0,0
"RNA5SP103",0,0,0,0,0,0,0,0
"RNA5SP104",8.99999538,0,0,0,0,3.99999779,16.0000091,0
"RNA5SP105",0,0,0,0,0,0,0,7.999960598
"RNA5SP106",0,0,0,0,0,0,0,0
"RNA5SP107",0,0,0,0,0,0,0,0
"RNA5SP108",6.999999374,0,0,0,7.999970499,6.000009539,3.999995548,7.000005089
"RNA5SP109",0,0,0,0,0,0,0,0
"RNA5SP110",0,0,0,0,0,0,0,0
"RNA5SP111",0,0,0,0,0,0,0,0
"RNA5SP112",0,0,0,0,0,0,0,0
"RNA5SP113",0,0,0,0,0,0,0,0
"RNA5SP114",0,0,0,0,0,0,0.99999914,0
"RNA5SP115",0,0,0,0,0,0,0,0
"RNA5SP116",0,0,0,0,0,0,0,0
"RNA5SP117",0,0,0,0,0,0,0,0
"RNA5SP118",0,0,0,0,0,0,0,0
"RNA5SP119",1.999999821,0,0,0,0,0,0,0
"RNA5SP120",0,1.000003189,0,0,0,0,0,0
"RNA5SP121",0,0,0,0,2.999991638,0,0,0
"RNA5SP122",2.999998358,0,0,0,0,1.999995808,1.000000849,1.000000365
"RNA5SP123",3.999994758,7.000006058,0,0,1.999995276,1.999998116,18.00002663,12.99998118
"RNA5SP124",0,0,0,0,0,0,0,0
"RNA5SP125",0,0,0,0,0,0,0,0
"RNA5SP126",0,0,0,0,0,0,0,0
"RNA5SP127",2.00000671,0,0,0,0,0,0,0
"RNA5SP128",2.000002199,0,0,0,0,0,0,0
"RNA5SP129",4.999994947,0,0,0,0,1.999998895,9.999991609,10.99999169
"RNA5SP130",0,0,0,0,0.99999606,3.662965133,0,6.393729462
"RNA5SP131",0,0,0,0,0,0,0,2.000000409
"RNA5SP132",1.000000108,0,0,0,0,0,0,0
"RNA5SP133",0,0,0,0,0,0,0,0
"RNA5SP134",0,0,0,0,0,0,0,0
"RNA5SP135",0,0,0,0,0,0,0,0
"RNA5SP136",0,0,0,0,0,0,0,0
"RNA5SP137",0,0,0,0,0,0,0,0
"RNA5SP138",0,21.99993084,0,0,0,0,0,0
"RNA5SP139",0,0,2.000008076,0,0,0,0,0
"RNA5SP140",0,0,0,0,0,0,0,0
"RNA5SP141",0,0,0,0,0,0,0,6.008033299
"RNA5SP142",0,0,0,0,0,0,0,0
"RNA5SP143",0,0,0,0,0,0,0,0
"RNA5SP144",3.000003298,0,0,0,1.000002182,0,0,4.999988223
"RNA5SP145",1.654586358,28.44930353,0,0,45.28623086,2.497565013,0,0
"RNA5SP146",0,0,0,0,0,0,0,0
"RNA5SP147",0,0,0,0,0,2.000000732,0,0
"RNA5SP148",0,0,0,0,0,0,0,0
"RNA5SP149",0,30.7936498,3.542276622,14.50092014,21.23109072,0,0,0
"RNA5SP151",14.1562553,0,0,0,0,0,5.246967298,0
"RNA5SP152",0,0,0,0,1.999990646,3.000021333,1.999999589,0
"RNA5SP153",0,0,0,0,0,0,0,0
"RNA5SP154",1.999998435,0,0,0,0,1.000000247,0,1.999996746
"RNA5SP155",6.000010445,0,0,0,1.000000214,3.999998522,0,0
"RNA5SP156",0,0,0,0,0,5.00002003,3.999999178,0
"RNA5SP157",0,0,0,0,0,0,0,0
"RNA5SP158",0,0,0,0,0,0,0,0
"RNA5SP159",1.000001036,0,0,0,0,10.99999366,4.000003737,6.000012585
"RNA5SP160",9.99998932,0,0,0,2.999989835,4.999986933,17.00002286,24.00003716
"RNA5SP161",0,0,0,0,2.025223462,0,0,0
"RNA5SP162",0,0,0,0,0,0,0,0
"RNA5SP163",0,36.00005177,0,0,0,0,0,0
"RNA5SP164",0,13.00002998,0,0,0,0,0,0
"RNA5SP165",0.999999829,0,0,0,0,19.999975,4.999998942,4.999984225
"RNA5SP166",0,0,0,0,0,0.999999982,0,0.999999408
"RNA5SP167",0,0,0,0,0,0,0,0
"RNA5SP168",46.99998168,0,0,0,2.99999106,23.00005076,26.9999676,1.000003251
"RNA5SP169",0,0,0,0,0,0,0,0
"RNA5SP170",0,0,0,0,0,2.00000584,3.999998954,6.99999766
"RNA5SP171",0,0,0,0,0,0,0,0
"RNA5SP173",0,0,0,0,0,0,1.000000065,0
"RNA5SP174",0,0,0,0,0.999993966,0,0,0
"RNA5SP175",0,0,0,0,0,0,0,0
"RNA5SP176",0,0,0,0,0,0,0,0
"RNA5SP177",1.124002657,0,0,0,0,0,0,0
"RNA5SP178",0,0,0,0,0,0,0,0
"RNA5SP179",3.000004644,0,0,0,0,19.9999826,3.000003385,0
"RNA5SP18",5.000003918,0,0,0,0.999997354,0,3.000003385,0
"RNA5SP180",0,0,0,0,0.99999783,0,0,0
"RNA5SP181",0,0,0,0,0,0,0,0
"RNA5SP182",0,0,0,0,0,0,0,0
"RNA5SP183",0,30.00002596,0,0,0,0,1.999997856,0
"RNA5SP184",0,0,0,0,0,0,2.000001697,9.000003286
"RNA5SP185",0,0,0,0,0,0,0,0
"RNA5SP186",0,0,0,0,0,0,0,0
"RNA5SP187",26.99993073,0,0,0,1.999995276,15.9999932,64.99998773,34.99999181
"RNA5SP188",4.000002882,0,0,0,0,3.999998522,6.000005144,0
"RNA5SP189",0,0,0,0,0,0,0,0
"RNA5SP19",0,0,0,0,0,0,0,0
"RNA5SP190",0,0,0,0,0,0,0,0
"RNA5SP191",0,0,0,0,2.00354104,0,0,3.016080138
"RNA5SP192",0,0,0,0,0,0,0,0
"RNA5SP193",0,0,0,0,0,0,0,0
"RNA5SP195",2.999999732,0,0,0,0,4.000006359,11.00000433,2.000004633
"RNA5SP196",0,0,0,0,0,0,0,6.725225568
"RNA5SP197",4.999993447,0,0,0,0,9.99999058,5.999993569,12.99998118
"RNA5SP198",0,0,0,0,0,0,0,5.999989687
"RNA5SP199",0,0,1.999996804,1.000001014,1.000262955,0,1.0192918,2.011824355
"RNA5SP20",10.99999085,0,0,0,0,18.00001938,11.99999061,35.99996841
"RNA5SP200",0,0,0,0,0,0,0,0
"RNA5SP201",0,0,0,0,0,0,0,3.503894899
"RNA5SP202",92.75174506,502.7948312,574.6309292,552.0966967,1480.44797,201.8520909,61.74296251,124.1697835
"RNA5SP203",0,0,0,0,0,8.999969129,2.000006129,0
"RNA5SP204",0,0,0,0,1.999991023,2.999998342,1.999998322,0
"RNA5SP205",0,0,0,0,0,0,0,0
"RNA5SP206",1.000000784,0,0,0,1.000000579,5.999994781,0,5.999987895
"RNA5SP207",0,0,0,0,0,0,0,0
"RNA5SP208",0,0,0,0,0,0,0,0
"RNA5SP209",0,1.000002357,0,0,0,1.000000855,0.999999992,0
"RNA5SP21",0,0,0,0,0,0,0,0
"RNA5SP210",10.99999623,0,4.999984804,0,0,26.99995546,21.99995383,24.00003716
"RNA5SP211",0,0,0,0,0,0,0,0
"RNA5SP212",15.00004844,0,0,0,4.000006568,0,12.99996355,0.999999846
"RNA5SP213",0,0,0,0,0,0,0,0
"RNA5SP214",0,0,0,0,0,0,0,0
"RNA5SP215",0,0,0,0,0,0,0,0
"RNA5SP216",0,0,0,0,15.65150303,15.74414353,0,6.29030034
"RNA5SP217",0.999998371,0,0,0,1.999998579,12.99998756,12.99999528,9.000041208
"RNA5SP218",0,0,0,0,0,0,0,0
"RNA5SP219",9.000003388,0,0,0,5.999967082,25.99996911,10.99994169,20.99993512
"RNA5SP22",0,0,0,0,0,2.000000732,1.000002604,8.000001955
"RNA5SP220",0,0,0,0,0,0,0,0
"RNA5SP221",0,0,0,0,0.999997926,4.99999533,8.000007474,4.00000839
"RNA5SP222",0.999996324,0,0,0,0.999997154,0,2.00000245,0
"RNA5SP223",2.000002424,0,0,0,0,0,0,2.000004167
"RNA5SP224",0,0,0,0,0,0,0,0
"RNA5SP225",0,0,0,0,1.003351456,0,0,0
"RNA5SP226",10.47872897,0,0,0,10.19960553,237.2994177,125.6852563,72.74604004
"RNA5SP227",0,24.00000697,0,0,0,0,2.000002352,0
"RNA5SP228",0,0,0,0,0,0,0,0
"RNA5SP229",0,0,0,0,0,0,0,0
"RNA5SP23",0,0,0,0,0,23.00007236,8.999996411,0
"RNA5SP230",0,0,0,0,0,0,0,0
"RNA5SP231",0,0,0,0,0,0,0,0
"RNA5SP232",0,0,0,0,0.999996066,0,0,0
"RNA5SP233",17.99996413,0,0,0,1.999990835,2.999998689,2.000002352,0
"RNA5SP234",0,0,0,0,0,0,0,0
"RNA5SP235",0,0,0,0,0,0,0,0
"RNA5SP236",0,0,0,0,0,4.999995136,1.000000163,0
"RNA5SP237",13.00002148,0,0,0,2.999997096,22.99997042,11.9999734,0
"RNA5SP238",5.00000036,0,0,0,0,0,0,5.000000785
"RNA5SP239",0,0,0,0,0,0,0,0
"RNA5SP24",6.000006063,0,0,0,0,0,0,1.999999336
"RNA5SP240",0,0,0,0,0,0,0,0
"RNA5SP241",9.000003079,0,0,0,0,1.000003075,15.99998713,7.99999912
"RNA5SP242",5.105896989,0,0,0,3.006519019,0,0,0
"RNA5SP243",0,0,0,0,0,0,0,0
"RNA5SP244",0,0,0,0,0,0.018301103,0,6.084780982
"RNA5SP245",0,0,0,0,1.000000579,1.99999826,4.999993733,0
"RNA5SP246",0,6.000005193,0,0,0,6.000002625,2.999996785,0
"RNA5SP247",0.999996324,0,0,0,4.999985768,0,3.999995157,0
"RNA5SP248",0,0,0,0,0,0,0,0
"RNA5SP249",0,0,0,0,0,0,0,0
"RNA5SP25",0,0,0,0,0.999995323,0,0,0
"RNA5SP251",0,22.00004816,0,0,2.000002718,0,0,0
"RNA5SP252",0,0,0,0,0,0,0,0
"RNA5SP253",0,0,0,0,0,0,0,0
"RNA5SP254",0,0,0,0,0,0,0,0
"RNA5SP255",0,0,0,0,0,0,0,0
"RNA5SP256",3.999996767,0,0,0,0,0,0,8.999972195
"RNA5SP257",0,0,0,0,0,17.99997541,6.000005315,9.999997524
"RNA5SP258",0,0,0,0,0,0,0,0
"RNA5SP259",0,0,0,0,2.009854981,2.030900389,0,0
"RNA5SP26",0,0,0,0,0,0,0,0
"RNA5SP260",3.308232928,31.00006155,0,0,0,25.43350456,19.99993624,9.521946848
"RNA5SP261",0,0,0,0,0,0,0,0
"RNA5SP262",0,0,0,0,0,0,0,0
"RNA5SP263",0,0,0,0,0,0,1.084958466,0
"RNA5SP264",0,0,0,0,0.999998388,0,0,0
"RNA5SP265",0,0,0,0,0,1.071552423,0,0
"RNA5SP266",0,0,0,0,0,0,0,0
"RNA5SP267",0,21.00003126,0,0,0,0,0,0
"RNA5SP268",0,0,0,0,0,0,0,0
"RNA5SP269",0,0,0,0,0,0,0,0
"RNA5SP27",0,0,0,0,0,0,0,0
"RNA5SP270",0,0,0,0,0,0,0,0
"RNA5SP271",0,0,0,0,0,0,0,0
"RNA5SP272",0,0,0,0,0,0,0,4.000001143
"RNA5SP273",0,0,0,2.999998642,0.999995417,0,0,0
"RNA5SP274",0,0,0,0,0,0,0,0
"RNA5SP275",0,0,0,0,0,0,0,0
"RNA5SP276",0,0,0,0,0,0,0,0
"RNA5SP277",1.000000568,0,0,0,0,1.999997594,0,0
"RNA5SP278",19.00004269,0,0,0,0,8.00000378,16.0000135,4.000008832
"RNA5SP279",1.138818403,0,0,0,0,0,0,0
"RNA5SP28",4.999993447,0,0,0,0,0,11.99994122,0
"RNA5SP280",0,0,0,0,0,0.999997082,0.999999788,0
"RNA5SP281",10.19934155,10.00001,0,0,0.490113419,13.6528601,7.004313604,3.060394864
"RNA5SP282",13.00000309,0,0,0,0,0,8.00000679,7.000002556
"RNA5SP283",18.9999638,13.99999318,0,0,0.999996066,1.999998116,10.99999969,3.99999468
"RNA5SP284",0,0,0,0,0,0,0,0
"RNA5SP285",0,0,0,0,0,0,0,0
"RNA5SP286",0,0,0,0,0,0,0,0
"RNA5SP287",0,0,0,0,0,0,0,0
"RNA5SP288",0,0,0,0,0,0,0,15.99998886
"RNA5SP289",2.999994632,0,0,0,0,2.000001489,0.999999903,0
"RNA5SP29",0,0,0,0,0,0,0,0
"RNA5SP290",7.000004846,0,0,0,1.999999921,10.99997593,13.99998101,3.999995895
"RNA5SP291",0,0,0,0,0,0,0,0
"RNA5SP292",0,0,0,0,0,0,0,0
"RNA5SP293",0,0,0,0,0,0,0,0
"RNA5SP294",1.999996171,0,0,0,5.999988776,3.000002532,1.999999166,1.999997932
"RNA5SP295",13.09413428,19.0000513,0,0,0,5.004987931,17.04390134,5.999987895
"RNA5SP296",37.00008115,0,0,0,0,0,5.999990625,0
"RNA5SP297",11.00000177,8.000002324,0,0,0,9.999985864,24.99997851,19.99992352
"RNA5SP298",5.1665569,0,0,0,9.08162271,35.55103467,23.02985128,37.17543932
"RNA5SP299",0,0,0,0,0,0,0,0
"RNA5SP30",0,0,0,0,0,0,0,0
"RNA5SP300",5.00000601,0,0,0,0,0,0,7.999998766
"RNA5SP301",14.99996588,0,0,0,1.000000579,24.99997825,12.00001354,9.999968656
"RNA5SP302",0,0,0,0,0,0,0,0
"RNA5SP303",1.99999657,0,0,0,0,0,0,0
"RNA5SP304",0,0,0,0,3.999996029,1.000000551,0,2.000000949
"RNA5SP305",0,0,0,0,0,13.99997854,22.99996387,11.9999779
"RNA5SP306",0,0,0,0,0,0,0,0
"RNA5SP307",7.999997814,0,0,0,4.999996258,27.99993029,31.99999222,23.99993082
"RNA5SP308",0,0,0,0,0,0,0,0
"RNA5SP309",9.000008253,0,0,0,0,9.999993154,2.000002526,21.99999035
"RNA5SP31",0,0,0,0,0,0,0,0
"RNA5SP310",1.701393276,0,0,0,0,5.628565144,15.30012733,0
"RNA5SP311",11.90976392,0,0,0,1.333335266,11.09267842,18.24340145,7.685163277
"RNA5SP312",7.82638491,0,0,0,0.444444112,9.351916825,10.40439434,22.54316669
"RNA5SP315",15.65276982,0,0,0,0.888888224,18.70383365,20.80878868,45.08633338
"RNA5SP317",11.90976392,0,0,0,1.333335266,11.09267842,18.24340145,7.685163277
"RNA5SP318",0,0,0,0,0,0,0,0
"RNA5SP319",0,0,0,0,0,0,3.999995713,0
"RNA5SP320",0,0,0,0,6.000011536,12.1302642,7.000001578,0
"RNA5SP321",36.00001378,0,0,0,7.99997207,38.00009528,43.99999628,57.99984442
"RNA5SP322",0,0,0,0,0,1.999998116,0,4.999997953
"RNA5SP323",0,0,0,0,0,0,0.999998984,0
"RNA5SP324",1.000000473,0,0,0,0,0,10.00000849,0
"RNA5SP325",0,0,0,0.999998938,2.999990684,0,0,0
"RNA5SP326",0,0,0,0,0,0,0,0
"RNA5SP327",0,0,0,0,0,0,0,0
"RNA5SP328",0,0,0,0,0,2.000000732,1.000002604,0
"RNA5SP329",0,0,0,0,0,0,0,0
"RNA5SP33",5.999994034,0,0,0,6.999986812,16.00000956,9.000000373,8.999987744
"RNA5SP330",5.000001405,0,0,0,0,1.999998106,2.999994968,1.999998803
"RNA5SP331",0,0,0,0,0,0,1.000000755,0
"RNA5SP332",0,0,0,0,0,0,0,0
"RNA5SP333",0,0,0.333333695,0,0,0,0,0
"RNA5SP334",0,0,0.666667391,0,0,0,0,0
"RNA5SP335",26.20757823,14.29268179,0,0,3.002527969,26.20407692,12.03868324,21.000075
"RNA5SP336",0,21.00000584,1.000002581,0,0,0,0,1.03917435
"RNA5SP337",0,0,0,0,0,0,0,0
"RNA5SP338",1.999998591,0,0,0,1.000000875,3.99999715,5.999994515,11.99999661
"RNA5SP339",0.999999307,0,0,0,0,0,0.999999994,0.999995134
"RNA5SP34",0,0,0,0,0,0,0,0
"RNA5SP340",0,0,0,0,0,0.999999101,1.000000755,0
"RNA5SP341",0.999999911,0,0,0,0,0,0,0
"RNA5SP342",0,0,0,0,0,0,0,0
"RNA5SP344",7.000005565,0,0,0,0,16.00000189,18.99995227,16.00000759
"RNA5SP345",0,70.00016446,0,0,0,0,1.000000849,0
"RNA5SP346",0,0,0,0,0,0,0,0
"RNA5SP347",0,0,0,0,0,0,0,0
"RNA5SP349",0,0,0,0,2.999991352,0,0,0
"RNA5SP35",0,0,0,0,0,1.999999261,0,0.99999653
"RNA5SP350",0,0,0,0,0,0,0,0
"RNA5SP351",0,0,0,0,0,0,0,0
"RNA5SP352",0,0,0,0,2.676303474,5.300274953,0,0
"RNA5SP353",0,0,3.000003258,0,0,0.999999447,0,0
"RNA5SP354",10.99999393,0,0,0,0.999997891,3.000002192,21.00004936,24.99997857
"RNA5SP355",7.000001862,0,0,0,1.999993457,5.999996942,8.99999995,0
"RNA5SP356",0,0,0,0,0,0,0,0
"RNA5SP357",0,0,0,0,0,0,0,2.999997544
"RNA5SP358",0,0,0,3.000008534,0,0,0,0
"RNA5SP359",0,0,0,0,0,0,0,0
"RNA5SP36",0,0,0,0,0,2.999999829,0.999998984,0
"RNA5SP360",0,0,0,0,0,3.99999779,0,0
"RNA5SP361",0,0,0,0,0,0.999999447,0,0
"RNA5SP362",0,0,0,0,0,0,0,0
"RNA5SP363",2.999996218,0,5.000004683,0,3.000007707,12.99999543,14.00005226,7.000007838
"RNA5SP364",0,0,0,0,0,1.000000558,0.999998785,0
"RNA5SP365",0,0,0,0,0,0.999999101,0,0
"RNA5SP366",0,0,0,0,0,0,1.999993934,0
"RNA5SP367",0,0,0,0,0,0,0,0
"RNA5SP368",0,0,0,0,0,0,0,0
"RNA5SP369",0,0,0,0,0,0,0,0
"RNA5SP37",43.98380042,0,0,0,1.999995068,18.68075694,42.61343747,29.28578889
"RNA5SP370",0,0,0,0,0,0,0,15.63398602
"RNA5SP371",0,0,0,0,0,6.999982119,0,0
"RNA5SP372",0,0,0,0,2.000000336,1.9999975,1.999995329,0
"RNA5SP373",0,0,0,0,0,0,0,0
"RNA5SP374",0,0,0,0,0,0,0,3.000005154
"RNA5SP375",0,0,0,0,0,0,0,0
"RNA5SP376",0,0,0,0,0,0,0,0
"RNA5SP377",0,0,0,0,0,0,0,0
"RNA5SP378",1.108758334,0,0,0,0,0,3.139519312,8.326409828
"RNA5SP379",1.999998384,0,0,0,0,0.999998586,0,0
"RNA5SP38",0,0,0,0,0,6.000002625,1.000000076,4.999997953
"RNA5SP380",0,22.00010445,0,0,0,0,0,0
"RNA5SP382",0,0,0,0,0,0,0,0
"RNA5SP383",0,0,0,8.99998654,0,1.999994773,0,0
"RNA5SP384",0,0,0,0,0,0,0,0
"RNA5SP385",1.00000014,0,0,0,0,23.00007817,5.999989219,7.000024999
"RNA5SP386",12.00005903,0,0,0,1.999998946,0,0,3.999999383
"RNA5SP387",1.023583353,0,0,1.006271226,0,0,1.015072059,0
"RNA5SP388",0,0,0,0,0,0,1.000000076,0
"RNA5SP389",99.57275688,294.2768739,197.8191431,217.7187992,5453.255012,232.2008636,83.79045405,94.17810615
"RNA5SP39",14.99993268,0,0,0,0.999997679,12.99998338,25.00000607,24.00003716
"RNA5SP390",0,0,0,0,0,8.999996067,9.999991404,70.99958973
"RNA5SP391",0,0,0,0,0,0,0,0
"RNA5SP392",0,0,0,0,0,4.202949455,0,0
"RNA5SP393",0.999999911,0,0,0,0,0,0,0
"RNA5SP394",1.999997379,0,0,0,1.999995276,14.99998587,4.999994641,0
"RNA5SP395",0,0,0,0,0,1.999998895,1.999998322,0
"RNA5SP396",0,0,0,0,0,0,1.000000243,0
"RNA5SP397",1.000000108,0,0,0,0,19.99998895,0.999999161,28.00003736
"RNA5SP399",0.999999911,0,0,0,0,0,0,0
"RNA5SP40",0,0,0,0,0,0,0,0
"RNA5SP400",0,0,0,0,0,0,0,0
"RNA5SP401",0,0,0,0,0,0,2.999997808,0
"RNA5SP402",0,0,0,0,0,0,0,14.00005
"RNA5SP403",0,0,0,0,0,0,1.000000849,0
"RNA5SP404",0,0,0,0,0,0,0,0
"RNA5SP405",0,0,0,0,0,0,0,0
"RNA5SP406",0,0,0,0,0,0,0,0
"RNA5SP407",0,0,0,0,0,0,0,0
"RNA5SP408",0,0,0,0,0,0,0,0
"RNA5SP409",0,0,0,0,0,0,0,0
"RNA5SP41",0,0,0,0,0,5.00000527,1.999999477,0
"RNA5SP410",0,0,0,0,0,0,0,0
"RNA5SP411",0,0,0,0,0,0,0,0
"RNA5SP412",0,0,0,0,0,0,0,0
"RNA5SP413",0,0,0,0,0,0,0,0
"RNA5SP414",0,0,0,0,0,0,0,0
"RNA5SP415",0,0,0,0,0,0,0,0
"RNA5SP416",0,0,0,0,0,0,0,0
"RNA5SP417",0,0,0,0,0,0,0,0
"RNA5SP418",0,0,0,0,0,0,0,0
"RNA5SP419",0,12.00003252,0,0,0,0,0,0
"RNA5SP42",0,0,0,0,0,0.999997082,0,7.000007838
"RNA5SP420",0,0,0,0,0,0,0,0
"RNA5SP421",0,0,0,0,0,0,0,0
"RNA5SP422",0,0,0,0,0,0,0,0
"RNA5SP423",0,0,0,0,0,0,0,0
"RNA5SP425",0,0,0,0,0,0,0,5.999994773
"RNA5SP426",0,0,0,0,0,0,0,0
"RNA5SP427",0,0,0,0,0,0,0,0
"RNA5SP428",5.168137964,0,0,0,5.002639139,16.40251838,16.03474589,13.00000289
"RNA5SP429",0,2.347740123,0,2.674642288,5.340307148,0,1.15787654,0
"RNA5SP43",0,0,0,0,0,0,0,0
"RNA5SP430",1.00000014,0,0,0,0,0,0,2.000008152
"RNA5SP431",0,0,0,0,0,0,0,2.000004167
"RNA5SP432",0,0,0,0,0,3.999974871,0,0
"RNA5SP433",0,0,0,0,0,0,0,0
"RNA5SP434",0,0,0,0,2.000001158,0.99999913,3.000003385,0.999996866
"RNA5SP435",3.218683515,0,0,0,1.000001992,2.298117156,0,9.036928718
"RNA5SP436",0.999999829,0,0,0,0,1.9999975,3.000003613,0
"RNA5SP437",1.000001333,0,0,0,0,3.000001942,6.000005144,3.999994955
"RNA5SP438",0,0,0,0,0,0,0,0
"RNA5SP439",0,0,0,0,0,0,0,1.618504029
"RNA5SP44",31.0000094,0,0,0,2.999999672,28.000003,7.99999187,37.99992825
"RNA5SP440",0,0,0,0,0,0,0,2.000000409
"RNA5SP441",0,0,0,0,0,0,0,0
"RNA5SP442",0,0,0,0,0,0,0,0
"RNA5SP444",0,0,0,0,0,0,0,0
"RNA5SP445",0,0,0,0,1.000001608,0,1.055276959,0
"RNA5SP446",0,0,0,0,0,0,0,0
"RNA5SP447",0,0,0,0,0,0,0,0
"RNA5SP448",3.000002896,0,0,0,0,0,0,8.000002285
"RNA5SP449",0,0,0,0,0,3.999999438,0,3.999999515
"RNA5SP45",0,0,0,0,0,0,0,0
"RNA5SP450",0,0,0,1.000004593,3.000001608,0,0,0
"RNA5SP451",0,0,0,0,0,0,0,0
"RNA5SP452",6.568019948,0,0,0,1.999995276,0,2.999996785,0
"RNA5SP453",0,0,0,0,0,0,1.000000076,0
"RNA5SP454",0,0,0,0,0,0,0,0
"RNA5SP455",0.999999819,0,0,0,0,0.999999058,10.00000076,2.000000409
"RNA5SP456",0,0,0,0,0,0,0,0
"RNA5SP457",0,0,0,0,0,0,0,0
"RNA5SP458",0,0,0,0,0,0,0,0
"RNA5SP459",0,0,0,0,0,0,0,0
"RNA5SP46",0,0,0,0,0,0,1.000000243,0
"RNA5SP460",0,0,0,0,0,0,2.000002362,0
"RNA5SP461",0,0,0,0,0,0,0,0
"RNA5SP462",0,0,0,0,0,2.999994762,0,0
"RNA5SP464",1.999998906,0,0,0,0,0.999999889,0,0
"RNA5SP465",0,0,0,0,5.999982705,5.000007201,1.000002604,0
"RNA5SP466",0,0,0,0,0,0,7.000005941,0
"RNA5SP467",0,0,0,0,0,3.99999779,0,0
"RNA5SP468",0,0,0,0,0,0,0,0
"RNA5SP469",3.00000487,0,0,0,0,0,2.000005209,2.000000489
"RNA5SP47",3.00000487,0,0,0,0,0,2.99999844,0
"RNA5SP470",0,0,0,0,0,0,0,0
"RNA5SP471",0,0,0,0,0,0,0,0
"RNA5SP472",0,0,0,0,0,0,0,0
"RNA5SP473",10.37131363,5.100486996,0,2.012868036,1.597467237,3.48955112,5.322050088,4.386650715
"RNA5SP474",0,0,0,0,0,2.999995487,1.99999453,0
"RNA5SP475",0,0,0,0,0,0,1.999999589,7.000024999
"RNA5SP476",0,0,0,0,0,2.000006004,1.000000394,0
"RNA5SP477",0,7.000006058,0,0,7.999987393,0,1.999997856,0
"RNA5SP478",0,0,0,0,0,0,0,0
"RNA5SP479",0,0,0,0,0,3.000008508,1.999997774,0
"RNA5SP48",0,0,0,0,0,0,0,0
"RNA5SP480",0,0,0,0,0,0,0,0
"RNA5SP481",0,1.022690082,0,0,1.007443631,0,1.043906881,0
"RNA5SP482",0,0,0,0,0,0,0,0
"RNA5SP483",2.000000216,0,0,0,0,1.999998895,2.999997483,0
"RNA5SP484",0,0,0,0,0,0,0,0
"RNA5SP485",0,0,0,0,0,0,0,0
"RNA5SP486",0,0,0,0,0,0,0,0
"RNA5SP487",0,0,0,0,0,0,0,0
"RNA5SP488",4.999994515,0,0,0,0,0,1.000000163,3.99998847
"RNA5SP489",0,0,1.000001311,0,0,0,0,0
"RNA5SP49",0,0,0,0,0,0,0,0
"RNA5SP490",2.000004769,0,1.000001628,0,0,11.00002052,6.00000339,0
"RNA5SP491",6.999995163,0,0,0,0,17.00001031,10.99999077,2.00000434
