"","ctrl1","ctrl2","ctrl3","ctrl4","RA1","RA2","RA3","RA4"
"5S_rRNA",6.007353357,0,0.999998512,0,1.489464466,1.237212064,5.140870627,4.889736875
"A1BG",591.7496412,104.1781255,98.79951059,89.57023544,49.98028224,452.6925187,477.1737484,420.5809348
"A1CF",72.90225779,46.00003226,12.20908726,3.21554113,34.99991695,75.3530675,64.22039099,89.12863746
"A2M",34307.85658,2502.001497,4089.985023,3601.002035,5825.960335,34444.91076,27315.77114,24686.06917
"A2ML1",160.2301198,66.01692778,39.80495801,40.05419472,27.37245189,167.4629337,154.9889933,167.9716688
"A2MP1",170.0004181,14.99999136,7.999989109,0,41.99982218,132.000274,121.9996179,179.9994991
"A3GALT2",1.000000336,0,0,0,0.999997565,3.000005442,0,0
"A4GALT",2198.329109,1126.343271,551.0387048,432.6274657,173.4755234,217.9073255,307.4823194,1008.636324
"A4GNT",29.99998571,0,0,0,4.999985334,38.99987151,3.000002896,8.999985213
"AAAS",912.0007299,166.0000192,63.00009391,121.9998006,3.999992565,180.9999065,329.0005071,35.00000138
"AACS",2539.888484,481.1738059,439.8260424,374.254032,370.2256167,1436.469852,1607.709875,1454.34456
"AACSP1",72.62769978,27.00000372,1.999999888,0,17.99995111,43.80749451,65.30664525,70.65058575
"AADAC",2.000000418,0,0,0,2.999976695,4.000003466,1.000002336,22.00000913
"AADACL2",27.52096427,66.89748982,0,10.00000221,8.20060115,251.998949,78.49947853,114.2568133
"AADACL3",17.00002749,0,0,0,5.999985926,21.00001216,37.00003321,49.99994398
"AADACL4",0,0,0,0,0,0,0,0
"AADACP1",17.00000824,37.99992066,10.99999829,15.99993936,31.99984044,91.00002278,32.00002139,76.99995482
"AADAT",334.9937108,47.99990287,25.20965518,26.00001243,16.15067207,155.4616862,71.47272306,145.3579522
"AAGAB",990.9995758,256.0000365,233.9995265,164.9998693,347.9983532,1455.998468,1814.999719,989.0004483
"AAK1",5102.48987,708.5297726,700.5341862,615.2930478,1655.530902,7872.122334,6117.916118,5543.504485
"AAMDC",524.8156386,169.5842083,160.9399069,60.1050844,65.27260442,432.7066792,559.1609661,541.3532193
"AAMP",1489.999012,411.0001251,266.0004194,306.9998078,37.99985302,264.0000635,36.99997759,418.9997888
"AANAT",45.07372044,16.26454674,0,0,2.999995051,12.00964174,30.00091905,26.03932965
"AAR2",840.9279635,194.2493358,123.3709338,136.4095224,356.9571705,1381.574475,1274.383019,1068.460537
"AARD",71.61522044,36.68646947,22.94625818,18.56145356,2.921968739,32.59564081,39.4403917,52.65317341
"AARS1",3226.016665,705.6097426,561.2945241,572.8643569,279.2424098,2438.671573,1563.004285,2125.433385
"AARS1P1",0,0,0,0,0,0,0,0
"AARS2",1299.486567,325.9399299,122.7188004,100.6287731,75.50966477,416.176267,328.0080695,430.5098468
"AARSD1",441.8512542,183.0461212,117.2315458,132.3174931,16.90731627,89.88919275,110.4855978,78.65910213
"AARSD1P1",288.0001551,37.99994617,11.99998458,2.999994145,37.99977385,158.0000432,92.9999266,274.0010889
"AASDH",630.9997343,38.00003054,67.99988186,29.9999917,57.99980889,881.0002948,1116.000198,797.9992317
"AASDHPPT",566.0000029,75.99987072,141.0000366,156.9999552,249.9992334,478.0000212,1619.000844,807.9994499
"AASS",2584.957956,398.0703256,238.8067891,200.789368,461.4892577,3652.073572,3340.727478,4520.084663
"AATF",2099.622847,685.2198653,422.9991921,307.9990302,205.0387244,2009.226148,1799.547553,1710.355826
"AATK",969.6397641,161.1727502,228.9934112,75.55939577,98.17667504,369.5525757,250.4848619,656.9545019
"ABAT",1304.027499,130.3821224,122.7168419,137.9695625,256.0193212,1059.618402,1130.155769,1148.609243
"ABCA1",22135.01067,1345.996296,1064.001499,1097.002532,3058.991423,29483.81651,16340.91432,13680.00359
"ABCA10",1154.466135,111.2010192,73.86930065,116.7405138,147.0378283,215.2828771,194.5450913,2321.147665
"ABCA11P",188.1054808,0.999998619,13.03492652,13.99994255,32.59628898,40.26149511,51.76817452,148.2824764
"ABCA12",7.000000286,27.00002045,1.000003653,8.000015396,1.999988836,68.99995091,49.99987371,7.000012717
"ABCA13",251.5349421,68.64952448,6.153173451,4.148251794,38.43993661,156.6945343,151.7151537,289.4485961
"ABCA17P",73.98537299,0,33.99998498,27.68454976,6.014048431,25.67897923,50.96527561,65.20547787
"ABCA2",5415.78787,790.0010065,311.3450939,393.7249916,86.01824806,667.4927921,191.5215281,504.8969053
"ABCA3",2519.771996,719.0022144,164.0133804,326.0172655,79.01536161,146.3873866,102.2230393,552.2128943
"ABCA4",2.999998851,51.00000789,0.999999031,0,7.999984366,5.000011243,2.000001628,11.99999105
"ABCA5",3358.853213,80.0000957,67.29722181,124.4798067,487.8161302,1337.06577,3327.865366,5940.863546
"ABCA6",5911.3667,453.6680401,625.5123001,463.9927483,764.4097006,8174.134649,7206.887893,8233.951831
"ABCA7",1504.659242,487.6188255,231.8352415,95.40208332,65.06760924,151.3705463,148.4569706,221.5363459
"ABCA8",6020.69023,533.9804737,448.2360061,631.2128474,838.1890661,1755.540671,1259.468276,8746.97808
"ABCA9",2066.509716,320.3203932,307.018403,214.0701233,260.587413,2562.490039,1714.188323,4438.495383
"ABCB1",227.8956599,7.999998233,28.99999348,5.999991747,38.99992981,404.4889821,564.9955315,654.9995351
"ABCB10",763.7965867,123.0001012,103.0000885,112.9999601,239.9517829,808.5436061,1047.902219,546.9705743
"ABCB10P1",0,0,0,0,0,0,0,0
"ABCB10P3",0,0,0,0,0.078193895,0,0,0
"ABCB10P4",0,0,0,0,7.21e-07,0,0,0
"ABCB11",28.2936775,40.39311318,17.78452543,15.58793454,8.497968914,36.17515073,37.97361152,41.31658128
"ABCB4",176.1049743,65.00018237,53.00018818,39.99990212,21.99991917,423.5109791,947.0040391,146.9999002
"ABCB5",79.78142363,38.71802743,35.16681135,19.76193414,16.14229881,121.9829795,82.36583773,88.1583211
"ABCB6",35.60878318,6.982571397,8.360485877,44.31095672,92.6019927,70.75426985,36.01309546,65.465743
"ABCB7",1102.743854,201.0155354,163.530417,84.21606778,135.6329868,1412.914054,1804.100009,1431.852047
"ABCB8",988.5178165,159.0026188,77.06403955,62.03294205,243.3163579,60.34587571,201.062495,193.374231
"ABCB9",732.1782809,116.8956712,135.8163829,112.5536646,60.04539972,352.683982,436.5935117,380.4921385
"ABCC1",3573.379609,614.6254688,236.3575421,292.5902398,711.4199474,4088.0691,2437.29307,3136.696682
"ABCC10",1531.068738,172.0895932,108.7184316,94.20701911,232.890506,238.6613874,319.3171915,369.2200378
"ABCC11",85.70862297,19.28135613,17.33705362,9.535943402,11.68417752,60.91942147,45.32827034,84.16902277
"ABCC12",37.0000063,14.00004584,0,9.999986699,12.99996358,91.00005123,116.0000677,65.00008846
"ABCC13",66.65150598,90.57237661,0.99999918,5.999990386,20.73210479,94.96558188,64.28325388,128.0064643
"ABCC2",64.43320215,40.99991581,58.24924247,62.00018578,33.01419477,169.7679187,220.7538341,459.2156406
"ABCC3",6430.949557,289.7569075,140.6322951,94.2783546,355.1085277,574.7309319,925.5073285,224.5694942
"ABCC4",939.2860973,60.00013091,91.00017064,105.4899485,336.3499796,1853.351927,2823.402329,2009.047487
"ABCC5",7255.49337,185.0003552,99.99998617,65.00001134,416.104957,3114.395037,1876.821554,1996.436148
"ABCC6",734.5334704,205.9283203,100.9522232,71.95482861,44.53744706,182.2745023,221.7686135,378.108038
"ABCC6P1",0,0,0,3.224426154,6.749581324,5.190279673,0,7.254065805
"ABCC6P2",0,0,1.057361542,6.711130782,2.999991933,0,0.99999893,0
"ABCC8",948.1874298,66.34063117,22.16080776,33.64962486,103.8090064,596.95495,520.0325785,637.464431
"ABCC9",5960.931714,4300.711218,4765.238911,3246.3538,1320.784776,8370.843429,5827.505994,8927.454119
"ABCD1",827.9830349,157.9999813,279.000047,229.9998212,2.999992024,4.999997995,1.999992943,157.0001162
"ABCD1P2",0,0,0,0,0,0.999999451,0,0
"ABCD1P3",0,0,0,0,0,0,0,0
"ABCD1P4",0,0,0,0,0,0,0,0
"ABCD1P5",1.016811016,0,0,0,0,0,0,0
"ABCD2",115.0000017,39.00001305,6.000020262,22.00000111,183.9994909,254.0001699,748.0001836,1402.999911
"ABCD3",1267.303133,316.9998769,175.0006564,131.0018579,120.9996772,2533.33162,2109.181084,1789.940759
"ABCD4",2848.771021,155.0075143,241.4700459,95.10089945,148.0678243,2626.959959,1501.279223,1346.641424
"ABCE1",1198.780816,218.1487248,275.5537948,293.5041606,612.9898505,2670.534067,3215.551697,1650.852007
"ABCF1",918.3233861,842.6081305,519.4879669,391.7895345,76.75600652,488.4349027,717.0609453,664.0968981
"ABCF2",689.3538608,97.16810831,229.8353065,170.6424537,133.1086075,786.4770687,407.706633,559.1595935
"ABCF2-H2BE1",121.5831658,33.85955007,20.61646625,16.31641507,17.57759878,78.98584014,558.1680151,52.00738292
"ABCF2P1",0,0,0,0,0,1.999999171,2.005313964,0
"ABCF2P2",0,0,0,0,0,0,0,0
"ABCF3",1191.019416,202.0001933,168.0000809,202.926447,77.25116829,153.1522195,120.3415303,223.0001388
"ABCG1",3006.670793,449.2542438,193.8048174,329.9035346,373.6410793,2606.520472,2210.665648,1809.619114
"ABCG2",53.77777037,12.00003488,17.00002042,17.01323687,38.01868139,171.0114996,177.1595811,118.3536249
"ABCG4",0,0,0,0,0,7.000004159,9.000007373,11.00000052
"ABCG5",56.34885714,0,18.99999727,5.999998883,11.99993828,58.61409752,33.14328793,47.63901628
"ABCG8",521.4554439,178.4813539,38.38889016,36.20774814,57.68602404,390.5532242,378.3807348,377.9287559
"ABHD1",88.78799512,39.97132638,57.98528194,29.15540148,10.98626372,40.28630585,42.3931498,117.699943
"ABHD10",752.0008297,71.99988743,112.9999463,138.999938,123.9995789,757.0013889,1205.002676,613.9998154
"ABHD11",335.2948276,73.30613151,113.575268,21.55691684,78.14799115,128.7807,117.3242861,188.538626
"ABHD11-AS1",37.00005128,0,9.999995535,3.000008673,4.99998638,1.000002281,0.999998944,0
"ABHD12",2373.040759,239.6417834,224.1082888,184.9997645,355.3904266,1595.324689,1347.751889,750.3829721
"ABHD12B",544.1568819,103.2790986,57.69404387,27.46800763,91.68403528,448.543633,385.57602,509.7624039
"ABHD13",1096.996354,38.00004033,133.9999377,92.00009381,315.9993118,1560.995178,1400.997543,1471.005544
"ABHD14A",178.952887,38.95866093,90.86454889,66.04213678,37.48736044,75.70763246,55.01134541,63.10508949
"ABHD14A-ACY1",151.4997566,0,0,0,0,2.470527463,18.65596586,41.45446796
"ABHD14B",524.0000891,251.0005804,260.0003947,137.9998401,15.99994024,190.0000844,184.0004796,87.99981614
"ABHD15",619.5372093,326.7188927,213.8287563,162.634828,6.018714569,442.276721,81.23837643,25.50467937
"ABHD16A",164.0001125,101.0000169,77.00002502,90.99992706,136.9997459,74.99995358,89.00004241,86.00000938
"ABHD16B",198.9999816,47.99995138,21.99999936,6.999989412,6.999966498,23.00002423,6.000023379,30.00001022
"ABHD17A",3029.898383,1914.731073,1013.302468,471.0000544,133.9996069,538.6030717,590.4512655,669.0703836
"ABHD17AP1",49.10528927,1.270710665,6.698402783,0,0,0,2.853479346,4.929934904
"ABHD17AP3",0,0,0,0,0.99999881,6.397391433,1.022476664,0
"ABHD17AP4",0,0,0,0,0,0,0,0
"ABHD17AP5",0,0,0,0,0,0,4.672803998,0
"ABHD17AP6",0,0,0,0,0,0,0,0
"ABHD17AP7",0,0,0,0,0,0,0,0
"ABHD17AP8",0,0,0,0,0,0,0,0
"ABHD17AP9",0,0,0,0,0,0,0,0
"ABHD17B",361.3648333,21.11416212,114.5616474,60.60428145,125.5323875,947.4317532,770.2195186,570.9729213
"ABHD17C",205.9998712,0,23.99999332,0.999998964,111.9994071,618.0000511,584.000383,155.9997313
"ABHD18",779.3961107,192.5008173,370.2784482,150.631773,240.7504162,1355.878902,1578.547613,922.2314604
"ABHD2",9811.995579,2242.921091,1116.211875,1129.926309,2157.458093,19620.53756,8518.97413,9515.455106
"ABHD3",527.069573,72.56784738,19.81918059,29.33254248,206.1711556,735.0572318,1368.270845,903.977467
"ABHD4",577.0000676,124.0000271,183.0001236,161.9999479,175.9998269,238.0003077,146.9999702,285.0000391
"ABHD5",373.4680748,72.93621853,89.09945238,71.43550397,287.8221452,981.2577854,1071.395367,3132.450068
"ABHD6",523.4710917,99.99992973,53.29278278,42.82516142,70.35071645,390.2498504,364.4388712,261.8093243
"ABHD8",153.2921487,15.00003677,51.0000316,63.99997965,27.005387,9.534200551,18.63193015,17.00001446
"ABI1",2270.61646,285.0001148,461.2033769,302.9998755,689.1299037,4672.768246,5550.458687,3654.534381
"ABI1P1",1.999993526,0,0,0,1.99999638,17.00000111,11.99999812,4.999994016
"ABI2",7709.788987,771.1222279,981.4090382,790.7480399,891.9108188,9312.33541,6124.012956,5948.257765
"ABI3",874.9064768,100.9998768,140.9995768,111.9998879,66.99976676,133.9998855,109.0000247,268.999907
"ABI3BP",32077.17415,5401.252849,2185.85905,2563.294984,5299.162307,24654.61907,14829.45831,32892.78519
"ABITRAM",141.0000247,0,54.99996732,41.99989328,113.9995831,103.0000974,187.9999644,189.0000999
"ABITRAMP1",1.000003822,0,0,0,0,0,0.999996914,0
"ABL1",7173.998928,851.9987972,756.9983468,806.999826,1013.997714,5284.000623,2833.998048,3285.005589
"ABL2",3623.776784,857.0944088,837.764134,530.2115439,969.0274421,6893.84341,4771.512984,4885.434479
"ABLIM1",5332.432874,1983.295768,1633.812965,2305.31084,1104.935646,8093.796633,5095.785085,14807.9145
"ABLIM2",395.9997681,61.00003354,34.0000429,35.99996521,1.999990638,217.000235,138.0002266,161.9997774
"ABLIM3",650.0002184,960.0017186,687.9991209,321.9999891,180.9994951,665.9996444,528.9999822,1867.000117
"ABO",525.922441,135.9621216,19.21387291,38.00059182,57.33232117,394.4378136,576.9808319,433.3276546
"ABR",15575.06082,2302.833655,1897.068584,1829.573002,1259.634349,4863.834598,3601.021417,4268.059485
"ABRA",66.06405702,2.029360766,34.25999431,1.872844059,21.03227213,86.99001325,77.97220143,30.93546442
"ABRACL",376.0006198,61.00008504,133.9999962,59.99989586,44.99992174,1288.000898,1312.999085,379.999496
"ABRAXAS1",739.508888,241.8409742,295.7302966,251.034696,260.533269,1088.706678,1058.308022,1072.362893
"ABRAXAS2",740.0002367,20.00001425,84.00003543,81.00001641,151.9994151,1161.99922,1235.001548,675.0000448
"ABT1",47.99998018,91.00014138,61.99997313,68.99991381,146.9996189,684.9984825,540.0001189,8.000031461
"ABT1P1",20.65375896,0,0,0,0.999997574,26.42363204,12.99998887,4.970091838
"ABTB1",1531.577745,524.9997474,290.0000811,209.9998983,309.9994736,605.0002405,447.0010311,1073.000035
"ABTB2",1042.996394,197.9999912,94.99993855,85.99999722,27.99993814,241.000209,148.9999434,305.9999732
"ACAA1",1462.689077,99.8822972,274.5719509,143.2709326,414.785037,1029.485237,1226.743728,1030.021822
"ACAA2",998.3220122,232.6939141,262.665788,197.3450675,164.7655363,871.2832253,685.2278804,756.9726015
"ACACA",3319.547971,531.3264013,253.0630846,342.3529335,412.2060259,3455.341206,3515.574455,3474.118019
"ACACB",5387.571375,621.1882102,383.2056274,443.2724008,433.9622466,1560.309896,942.0196722,7489.846442
"ACAD10",1404.167712,106.435152,134.7103787,42.97561831,185.5445078,674.0674502,540.4075091,714.8498403
"ACAD11",2506.254333,122.7355905,88.30681331,53.72357023,104.3189848,2262.315515,2115.718941,2211.596532
"ACAD8",1051.994945,8.146668203,48.99998808,36.68388137,191.3697526,462.0343833,675.9889499,531.6422611
"ACAD9",3165.041034,370.6169412,319.9486011,137.1521174,458.5040884,1766.066349,1557.87218,2164.615224
"ACADL",567.0848732,229.4553524,317.5485551,109.186758,60.65923416,415.8943176,384.2000578,603.5358688
"ACADM",1782.018997,423.5300502,880.8711056,564.2123118,651.2904405,1392.652384,1731.227727,1656.82511
"ACADS",89.99991146,50.9999414,133.0000924,130.0003639,52.99974442,328.000121,63.00008621,114.9998921
"ACADSB",2299.168971,553.7450709,535.480282,311.8741157,418.0663559,1486.566887,1925.775484,2593.247256
"ACADVL",8619.998355,1268.000375,1046.000592,682.998925,385.9988612,2001.000544,1758.003494,2044.999743
"ACAN",38.08865813,14.01700066,19.01458282,9.999993715,83.21914217,2773.977595,121.44425,322.2481315
"ACAP1",627.2410841,128.0384634,144.9368245,62.12672083,95.65740128,237.9409739,501.4559815,426.7741964
"ACAP2",4820.149845,553.2504508,664.1425221,493.6374839,1579.235435,9571.045567,11270.30468,7192.622159
"ACAP3",4423.196339,1763.000065,1059.000178,445.9996678,216.0240374,280.1526161,142.0492774,432.9513844
"ACAT1",1394.746265,722.3863399,459.1245242,250.3080664,296.5766997,871.3507223,892.9293067,1562.855185
"ACAT2",101.5712791,49.90615138,74.8891828,49.31512231,32.48961898,76.9043221,329.9265802,124.2749014
"ACBD3",2617.997907,969.0010557,965.9994665,597.0001006,479.9983775,2734.999548,2865.997658,2467.996895
"ACBD4",684.8135743,120.1556865,103.1215144,98.63574779,87.22916662,215.4313026,290.1327902,42.7469737
"ACBD5",1181.291641,529.7791895,533.9599689,327.7065601,287.7918411,1947.584151,2274.049858,1558.374902
"ACBD6",1599.710402,110.1395462,208.091619,151.5176757,189.7490514,1424.734803,1293.048731,1379.264191
"ACBD7",736.9003205,337.2175753,141.4175022,90.89692724,83.87706066,670.2433452,683.5429671,639.2701399
"ACCS",1762.000915,93.0000315,79.00006898,64.99989721,74.99983127,632.0004884,1219.000643,1253.000727
"ACCSL",0,0,0,0,0,2.000001243,4.000016178,8.99999681
"ACD",132.0000124,106.0000374,112.9999662,61.9998911,49.99986062,0.999999436,123.0000431,19.0000199
"ACE",442.8412971,100.8733785,52.55578648,77.39630264,190.5699173,300.3907871,570.3974155,512.0411528
"ACE2",147.5372502,1.001149524,51.5553097,11.72152983,46.36700088,176.3833641,231.3042025,135.6526697
"ACE3P",0,0,0,0,0,0,0,0
"ACER1",16.63224693,5.503789058,1.075184759,0,3.043034313,17.83573993,20.90559127,20.10160891
"ACER2",257.9999996,14.00001271,17.00000789,6.99999913,27.99992355,107.0002812,108.0001604,127.0001067
"ACER2P1",0,0,0,0,0,0,0,0
"ACER3",4456.733168,761.0549219,497.3133267,375.7008527,961.2504636,3989.78011,4331.638042,4947.093448
"ACHE",0,8.99999741,0,0,18.99993653,0,51.00006169,10.99999421
"ACIN1",7894.414051,1670.113655,1220.048734,1124.002521,890.0182722,4756.677642,4827.465955,3681.388881
"ACKR1",151.0000235,75.00004924,185.999748,98.00024028,103.9996645,735.9989995,452.0001344,2024.999771
"ACKR2",375.2798427,188.5697256,148.4697436,114.2990863,60.06348222,216.1804021,274.9591571,288.0330831
"ACKR3",2197.998092,1372.99925,487.0001351,683.9995932,770.9978903,8014.988461,4376.001812,4107.00183
"ACKR4",72.19458491,83.00009255,38.99993374,22.99995429,16.26250559,352.1642533,119.6678297,241.8031054
"ACKR4P1",17.8052004,0,0,0,3.73741395,4.853435848,5.332049935,21.22360957
"ACLY",3394.004593,633.0001243,523.0006156,571.9997078,200.999522,2719.001434,2370.00056,2318.998519
"ACMSD",68.9999838,0,10.00003221,8.00000463,4.999983557,49.99994377,155.0000023,26.99997943
"ACNATP",0,0,0,0,0,0,0,0
"ACO1",2735.156171,176.2349756,247.5280753,272.1668786,643.0881176,3562.754467,4686.69259,3432.719813
"ACO2",3123.615811,511.3878464,469.343427,315.4903379,434.0711076,2266.583552,2404.111102,1961.901092
"ACOD1",0,0,0,0,0,0,0,0
"ACOT1",21.57128269,0,10.49550289,7.715708598,19.50352577,58.39751341,88.02224447,87.06752694
"ACOT11",4454.515317,807.4561198,488.8563585,241.515929,438.1662064,2115.372533,2197.979968,2149.660221
"ACOT12",8.999976911,0,0,0,3.99998548,2.000003121,0,4.000002448
"ACOT13",903.2468369,127.7271887,104.1907069,93.01765432,188.2365316,725.3423615,681.8158097,730.409362
"ACOT2",241.1656837,120.9999311,71.58413937,98.28408225,68.62452976,185.6513356,174.1656789,231.2006585
"ACOT4",57.00009543,0,7.999998819,11.00001518,13.9999224,27.00011912,67.00016004,27.99999835
"ACOT6",8.999992794,0,0,0,0.999998197,4.99999574,1.99999937,6.999996857
"ACOT7",835.9404455,104.9999494,98.99995236,82.99984835,114.9997865,68.99994798,60.00001824,35.00001908
"ACOT8",995.1691284,282.4826227,66.75456077,65.56340128,0,684.7211188,340.3791663,361.5773148
"ACOT9",1616.654092,468.7021854,394.0717904,303.6708455,266.695484,1772.898324,1072.814133,1595.742636
"ACOX1",1898.285474,300.6571196,793.2331805,503.4606965,245.7701417,2459.50777,2032.550246,2604.89351
"ACOX2",715.9997599,97.99997862,51.00001198,28.99997268,102.9997503,365.0001501,235.9997434,532.9999002
"ACOX3",1536.004395,161.9999174,62.0001056,49.99999099,159.9997153,517.9998713,458.0001735,549.9999718
"ACOXL",267.4339325,95.15441517,57.84341652,45.75545912,107.8675508,136.4389412,295.2845012,333.33679
"ACP1",562.8350108,179.9999211,291.6349658,131.0001837,299.9988049,1842.000447,2043.986867,1040.00051
"ACP2",1668.995281,171.000095,297.203735,301.9991474,238.9989978,1532.001475,1065.91876,560.958687
"ACP3",324.0814332,214.8971506,241.4717904,104.361365,64.65843883,913.6173857,391.3296421,462.7702598
"ACP4",6.000006421,0,0,0,5.999974729,14.00001024,6.000012851,1.999999264
"ACP5",2176.999457,151.0000368,128.999948,109.9998471,191.9993658,831.0001445,666.0004947,234.00014
"ACP6",964.0422271,174.5692761,12.00915166,36.10534562,191.8844839,699.9938484,574.1591807,681.9403026
"ACP7",113.5387967,26.15120455,117.5993992,58.26689111,9.482467541,92.96339172,101.1618691,114.5191326
"ACR",8.000015613,0,0,0,2.999995905,18.00000063,3.000002188,7.342441323
"ACRBP",53.99998902,15.00002052,29.99995655,2.000002498,10.99998218,82.00000761,2.999999923,56.00003873
"ACRP1",0,0,0,0,0,0,0,1.657559114
"ACRV1",6.000011834,0,0,0,0,0,0,0
"ACSBG1",476.5650109,1.442780142,53.54694853,25.17806106,103.9662342,437.9489978,458.761476,412.0438431
"ACSBG2",20.99998805,0,5.000003973,0,12.99997405,104.9999758,31.785897,116.9366369
"ACSF2",992.8343789,171.5727313,64.71650656,71.35073236,267.3178,306.8659052,179.862312,321.1849761
"ACSF3",3258.096955,424.5381117,300.9220793,175.3276501,484.6991851,1494.273644,1799.879066,1790.144798
"ACSL1",3328.600584,249.0470946,315.4740374,534.6605752,791.7473876,5646.257331,3504.715087,17197.06354
"ACSL3",3452.577791,368.6928653,333.9227501,381.5944214,531.3775214,5559.247963,4212.195991,2441.924556
"ACSL4",2774.000807,488.0002842,652.0000266,381.0001514,1128.998025,6014.753449,6948.001272,3850.999877
"ACSL5",562.2026767,0,83.99992859,75.00006648,552.9616854,1362.614093,2487.006396,993.4565161
"ACSL6",265.8838934,100.3899837,41.39492389,58.43792599,34.21592858,192.7067752,467.7825561,342.038869
"ACSM1",0,0,4.000000846,0,12.99997098,6.000004739,53.00007,3.000000061
"ACSM2A",697.2178384,248.9661447,66.84569875,56.03655831,146.5872629,879.0048866,893.6973639,873.6551911
"ACSM2B",343.1476713,97.55944208,24.45243628,20.80353955,53.44582377,403.2844943,395.2690963,344.2653085
"ACSM3",340.9415013,3.037715971,14.97267972,29.4067734,92.04626179,348.2456362,627.43617,403.6690516
"ACSM4",11.99999685,0,2.999995043,0.999998401,3.121601581,38.58137681,51.72360815,11.00002368
"ACSM5",1087.440595,29.30351551,109.3215536,96.99988392,92.99981769,112.5443098,131.0349384,317.8542704
"ACSM5P1",28.87844249,16.69661728,2.000003943,0,0,6.465615448,2.058453206,13.17486415
"ACSM6",84.59524088,107.9999077,10.99999317,8.999987177,28.08857295,194.9780771,193.6172827,143.5269671
"ACSS1",2525.418711,142.5219469,268.0558981,164.593669,500.1480093,696.7957306,1111.827714,1213.301802
"ACSS2",1035.336475,161.0938385,118.9888645,61.3551284,268.173928,912.1756606,781.2154991,1244.176739
"ACSS3",1360.7036,194.784631,197.8628365,189.3884865,173.9054756,1111.967002,995.9172633,2013.261498
"ACTA1",29.0006762,1.001982839,0,17.00000081,2.999979081,19.00002187,17.00018039,9.000084476
"ACTA2",2602.258341,1670.788338,462.3446306,549.3256687,347.0153333,4557.394208,3028.012683,6953.873836
"ACTB",63455.59684,16777.94197,22755.95879,15490.16871,15384.57895,70469.90008,73748.02321,45923.93798
"ACTBL2",0,29.99995297,0,0,1.999991,0.999998022,0,5.999998806
"ACTBP1",0,0,0,0,0,0,0,0.999999649
"ACTBP11",1.000027611,0,0,0,0,0,0,0
"ACTBP12",0,0,0,0,0,0,0,0
"ACTBP14",0,0,0,0,0,0,0,2.00000093
"ACTBP15",2.000004136,0,0,0,0.99999886,1.999997253,0,1.000045508
"ACTBP2",0,0,0,0,0,0,0,0
"ACTBP4",1.000000848,0,3.000004763,0,31.99997675,103.9999171,92.00003724,129.0000199
"ACTBP6",0,0,0,0,0,0,7.999998533,0
"ACTBP7",0,0,0,0,0,0,0,0
"ACTBP8",1.000001154,0,0,0,0,0,0,0
"ACTBP9",0,0,0,0,0,0,0,0
"ACTC1",1.99999876,0,3.00000422,0,2.999992391,2.000004524,4.000013188,26.0000272
"ACTE1P",48.06426491,46.49708341,48.48546122,25.51838051,7.017267985,38.43069138,25.94386676,73.43870369
"ACTG1",24631.89425,11201.95539,14419.99366,8533.994851,6320.52769,31573.92068,29695.49014,23986.93418
"ACTG1P1",36.04426208,0,0,0,14.99996439,24.00557485,53.00005803,70.01214909
"ACTG1P10",214.6356559,0,0,2.999999457,5.999996453,157.5651906,151.8274761,144.5812372
"ACTG1P11",0,0,0,0,0,0,0,0
"ACTG1P12",4.000004156,0,3.999990943,0,0.999998031,0,0,0.999999705
"ACTG1P13",0,0,0,0,0,0,0,0
"ACTG1P14",170.0096468,0,6.000434341,0,26.00004951,81.00365392,127.0108194,70.00193321
"ACTG1P15",0,0,0,0,0,4.000003941,1.00004755,0
"ACTG1P16",4.999997991,0,0,0,0,0,9.999991304,0
"ACTG1P17",124.8488252,92.96454224,13.66427992,6.654335498,3.137085987,88.50381996,70.98745143,87.77514594
"ACTG1P18",11.00001416,0,0,0,0,0.999999521,0,24.00004297
"ACTG1P19",0,0,0,0,0,0,0,0
"ACTG1P2",0,0,0,0,0,0,0,0
"ACTG1P20",0,0,4.00001672,13.99998542,8.000003291,46.02803545,43.99999667,12.0055509
"ACTG1P21",0,0,0,0,0,0,0,0
"ACTG1P22",23.00003507,0,0,0,20.99996184,34.99994403,72.99996864,33.00000682
"ACTG1P23",0,0,0,0,0,0,0,0
"ACTG1P24",3.999995656,0,0,0,0,0,0,0.999999683
"ACTG1P25",40.75679533,7.256630355,27.08530289,43.73791472,1.009606193,34.07328212,60.50757719,22.82890288
"ACTG1P3",30.00006041,0,0,4.999998177,41.99984337,172.9999467,119.0001021,71.99993185
"ACTG1P4",0,0,0,0,0,0,0,0
"ACTG1P9",62.9115713,4.44575163,23.77807615,18.71983312,14.40861346,76.35617945,80.83131963,68.88863305
"ACTG2",48.78755032,26.06594008,27.99998878,22.99997985,27.02209184,73.46619297,84.5416729,189.7385868
"ACTL10",32.99998187,10.99999141,7.999995189,20.99994215,6.999957751,30.00008119,37.0001893,5.999985005
"ACTL11P",22.65474591,17.4086031,7.362070374,0,9.813669165,10.49736283,19.30931127,22.46571049
"ACTL6A",744.4107658,129.4120436,73.35276586,149.0002598,65.41951095,1062.673745,1368.747362,709.2323429
"ACTL6B",0,16.00003173,0,0,0,0,0,0
"ACTL7A",0,0,0,0,0,6.000011066,20.00003749,16.00000975
"ACTL7B",0.999998961,21.99999479,0,0,0,0,8.000023123,0
"ACTL8",0,0,7.999995191,0,0,0,0,0
